"depto","area","factor","sexo","uso_celular","tiene_celular","uso_internet"
10,2,317,2,2,2,NA
10,2,317,2,2,1,NA
10,2,317,2,1,1,2
10,2,317,1,2,2,NA
10,2,317,1,1,1,NA
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,1,2,2,NA
10,2,317,1,2,2,NA
10,2,317,1,2,2,NA
10,2,317,2,NA,NA,NA
10,2,317,1,2,2,NA
10,2,317,2,2,2,NA
10,2,317,2,1,1,1
10,2,317,1,2,2,NA
10,2,317,2,2,2,NA
10,2,317,1,2,2,NA
10,2,317,2,NA,NA,NA
10,2,317,1,1,1,1
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,1,1,1,1
10,2,317,1,2,2,NA
10,2,317,2,2,2,NA
10,2,317,2,NA,NA,NA
10,2,317,1,NA,NA,NA
10,2,317,1,1,1,1
10,2,317,1,1,1,2
10,2,317,2,1,1,2
10,2,317,2,2,2,NA
10,2,317,1,2,2,NA
10,2,317,1,NA,NA,NA
10,2,317,2,NA,NA,NA
10,2,317,1,1,1,1
10,2,317,2,1,1,NA
10,2,317,1,1,1,1
10,2,317,2,1,1,2
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,1,1,1,1
10,2,317,2,2,2,NA
10,2,317,1,2,2,NA
10,2,317,1,1,1,1
10,2,317,2,2,2,NA
10,2,317,1,1,1,1
10,2,317,2,1,1,1
10,2,317,2,1,1,1
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,2,317,2,2,2,NA
10,1,182,1,1,1,1
10,1,182,2,1,2,NA
10,1,182,2,2,2,NA
10,1,182,2,2,2,NA
10,1,182,1,NA,NA,NA
10,1,182,1,1,1,NA
10,1,182,2,2,2,NA
10,1,182,2,NA,NA,NA
10,1,182,2,NA,NA,NA
10,1,182,2,1,1,NA
10,1,182,2,1,1,1
10,1,182,1,1,1,1
10,1,182,2,1,1,1
10,1,182,1,NA,NA,NA
10,1,182,1,1,1,1
10,1,182,2,1,1,1
10,1,182,1,2,2,NA
10,1,182,2,NA,NA,NA
10,1,280,1,1,1,NA
10,1,280,2,2,2,NA
10,1,280,1,2,2,NA
10,1,280,1,2,2,NA
10,1,280,1,2,2,NA
10,1,280,1,2,2,NA
10,1,280,1,2,2,NA
10,1,280,1,2,2,NA
10,1,280,2,1,1,2
10,1,280,2,2,2,NA
10,2,373,1,1,1,1
10,2,373,2,2,2,NA
10,2,373,2,1,1,1
10,2,373,2,1,1,1
10,2,373,1,2,2,NA
10,2,373,1,2,2,NA
10,2,373,1,1,1,1
10,2,373,2,1,1,2
10,2,373,1,2,2,NA
10,2,373,2,2,2,NA
10,2,373,1,1,1,1
10,2,373,1,1,1,1
10,2,373,1,1,1,1
10,2,373,2,2,2,NA
10,2,373,2,1,1,1
10,2,373,2,2,2,NA
10,2,373,1,1,1,1
10,2,373,2,2,2,NA
10,2,373,1,1,1,1
10,2,373,2,1,1,1
10,2,373,1,1,1,1
10,2,373,1,1,1,NA
10,2,373,2,1,1,NA
10,2,373,2,1,1,1
10,2,373,1,1,1,1
10,2,338,1,1,1,1
10,2,338,2,2,2,NA
10,2,338,1,NA,NA,NA
10,2,338,1,NA,NA,NA
10,2,338,2,1,1,1
10,2,338,1,1,1,1
10,2,338,2,1,1,NA
10,2,338,2,NA,NA,NA
10,2,338,1,NA,NA,NA
10,2,338,2,1,1,NA
10,2,338,1,2,2,NA
10,2,338,2,2,2,NA
10,2,338,2,2,2,NA
10,2,338,2,2,2,NA
10,2,338,1,2,2,NA
10,2,338,1,1,1,1
10,2,338,2,1,1,1
10,2,338,1,1,2,1
10,2,338,1,2,2,NA
10,2,338,1,NA,NA,NA
10,2,338,1,1,1,1
10,2,338,1,1,1,1
10,2,338,1,1,1,NA
10,2,338,2,1,1,NA
10,2,338,1,1,1,1
10,2,338,2,2,2,NA
10,2,338,1,1,1,1
10,2,338,1,1,1,1
10,1,200,1,1,1,2
10,1,200,2,1,1,1
10,1,200,1,NA,NA,NA
10,1,200,2,NA,NA,NA
10,1,200,1,1,1,2
10,1,200,2,1,1,NA
10,1,200,2,NA,NA,NA
10,1,200,1,NA,NA,NA
10,1,200,1,2,1,NA
10,1,200,2,2,1,NA
10,1,200,2,2,2,NA
10,1,200,1,1,1,NA
10,1,200,2,1,1,NA
10,1,200,2,2,2,NA
10,1,200,2,NA,NA,NA
10,1,200,1,1,1,1
10,1,200,1,2,2,NA
10,1,200,2,1,1,NA
10,1,200,2,2,2,NA
10,1,200,2,NA,NA,NA
10,1,200,1,1,1,NA
10,1,200,2,1,1,NA
10,1,200,1,2,2,NA
10,1,200,1,1,1,NA
10,1,200,2,1,1,NA
10,1,200,1,1,1,1
10,1,200,1,2,2,NA
10,1,200,1,NA,NA,NA
10,2,374,2,1,1,NA
10,2,374,1,1,1,1
10,2,374,2,2,2,NA
10,2,374,1,1,1,NA
10,2,374,1,1,1,1
10,2,374,2,1,1,1
10,2,374,2,NA,NA,NA
10,2,374,1,1,1,NA
10,2,374,2,1,1,2
10,2,374,1,1,1,1
10,2,374,1,1,1,NA
10,2,374,2,1,1,NA
10,2,374,2,NA,NA,NA
10,2,374,1,1,1,2
10,2,374,2,1,1,1
10,2,374,2,2,2,NA
10,2,374,2,2,2,NA
10,2,374,2,1,1,1
10,2,374,2,NA,NA,NA
10,2,374,1,2,2,NA
10,2,374,2,2,2,NA
10,2,374,2,1,1,2
10,2,374,2,2,2,NA
10,2,374,1,1,1,NA
10,2,374,2,1,1,NA
10,2,374,1,1,1,1
10,2,374,2,2,2,NA
10,2,374,2,1,1,1
10,2,374,2,1,1,1
10,2,374,1,1,1,1
10,2,374,1,1,1,2
10,2,374,2,2,2,NA
10,2,374,2,2,2,NA
11,1,135,1,1,1,NA
11,1,135,2,1,1,NA
11,1,135,1,1,1,1
11,1,166,1,1,1,1
11,1,166,2,1,1,2
11,1,166,2,1,1,1
11,1,166,1,NA,NA,NA
11,1,392,2,2,2,NA
11,1,392,2,1,1,1
11,1,392,2,1,1,1
11,1,392,1,2,2,NA
11,1,392,1,NA,NA,NA
11,1,392,1,1,1,1
11,1,392,2,1,2,1
11,1,392,2,NA,NA,NA
11,1,392,1,2,2,NA
11,1,392,2,1,1,1
11,1,392,2,2,2,NA
11,1,392,1,1,1,NA
11,1,392,2,1,2,1
11,1,392,1,1,1,1
11,1,392,1,1,2,1
11,1,392,1,2,2,1
11,1,392,1,1,1,NA
11,1,392,2,1,1,NA
11,1,392,2,1,1,1
11,1,146,1,1,1,2
11,1,146,1,1,1,1
11,1,146,2,1,1,1
11,1,146,2,1,1,2
11,1,146,1,1,1,NA
11,1,146,1,1,1,NA
11,1,146,2,1,1,1
11,1,146,2,NA,NA,NA
11,1,146,1,1,1,1
11,1,146,2,1,1,1
11,1,146,1,1,1,1
11,1,146,2,1,1,1
11,1,146,2,1,1,1
11,1,146,2,1,2,1
11,1,146,1,NA,NA,NA
11,1,373,1,1,1,1
11,1,373,2,1,1,1
11,1,373,2,2,2,NA
11,1,373,2,NA,NA,NA
11,1,373,1,1,1,NA
11,1,373,2,1,1,1
11,1,373,1,1,1,1
11,1,373,2,2,2,NA
11,1,373,1,1,1,1
11,1,373,2,1,1,1
11,1,373,2,1,1,1
11,1,373,1,NA,NA,NA
11,1,373,1,1,1,1
11,1,373,2,1,1,1
11,1,373,2,2,2,NA
11,1,373,2,1,1,2
11,1,373,2,1,1,2
11,1,373,1,1,1,1
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,1,1,1,1
11,2,333,2,1,2,1
11,2,333,1,1,2,1
11,2,333,1,NA,NA,NA
11,2,333,1,1,1,1
11,2,333,2,2,2,NA
11,2,333,1,NA,NA,NA
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,1,2,2,NA
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,1,1,1,1
11,2,333,1,NA,NA,NA
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,1,1,1,1
11,2,333,1,1,1,2
11,2,333,2,NA,NA,NA
11,2,333,2,1,1,1
11,2,333,2,1,1,1
11,2,333,1,1,2,2
11,2,333,2,1,2,1
11,2,333,2,NA,NA,NA
11,2,333,1,1,2,1
11,2,333,2,1,2,1
11,2,333,2,1,2,1
11,2,333,1,1,1,1
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,1,1,2,1
11,2,333,1,1,1,1
11,2,333,1,1,1,1
11,2,333,2,1,1,1
11,2,333,2,1,2,1
11,2,333,2,1,2,1
11,2,333,1,1,1,1
11,2,329,1,1,1,NA
11,2,329,2,2,2,NA
11,2,329,2,1,1,1
11,2,329,1,1,2,1
11,2,329,2,NA,NA,NA
11,2,329,1,NA,NA,NA
11,2,329,1,1,1,2
11,2,329,2,1,1,2
11,2,329,1,1,2,2
11,2,329,2,2,1,2
11,2,329,1,2,2,NA
11,2,329,2,1,2,NA
11,2,329,1,1,1,1
11,2,329,2,1,1,NA
11,2,329,1,1,2,2
11,2,329,1,NA,NA,NA
11,2,329,2,1,1,2
11,2,329,1,1,1,1
11,2,329,2,1,1,1
11,2,329,1,1,1,1
11,2,329,1,2,2,NA
11,2,329,1,1,2,1
11,2,329,1,1,1,1
11,2,329,1,1,1,1
11,2,329,2,1,1,NA
11,2,329,2,1,1,1
11,2,329,2,1,1,1
11,2,329,2,2,2,NA
11,2,329,1,NA,NA,NA
11,2,329,1,1,1,2
11,2,329,2,2,2,NA
11,2,329,1,1,1,1
11,2,329,1,1,2,1
11,2,329,1,1,2,2
11,2,329,2,NA,NA,NA
11,2,329,1,1,1,NA
11,2,329,2,1,1,1
11,2,329,1,1,1,1
11,2,329,1,1,1,1
11,2,329,1,NA,NA,NA
11,1,260,2,1,1,1
11,1,260,2,1,1,1
11,1,260,1,2,2,NA
11,1,260,2,2,2,NA
11,1,260,1,2,2,NA
11,1,260,2,NA,NA,NA
11,1,260,2,1,2,NA
11,1,260,1,1,1,1
11,1,260,1,1,1,1
11,1,260,2,1,1,1
11,1,260,2,NA,NA,NA
11,1,260,2,2,2,NA
11,1,260,2,1,1,1
11,1,260,1,2,2,NA
11,1,260,1,2,2,NA
11,1,260,2,2,2,NA
11,1,260,1,1,1,NA
11,1,260,2,2,2,NA
11,1,260,2,2,2,NA
11,1,260,2,1,1,NA
11,1,260,1,1,1,NA
11,1,260,2,2,2,NA
11,1,260,2,NA,NA,NA
11,1,260,2,1,1,1
11,1,260,2,2,2,NA
11,1,260,1,2,2,NA
11,1,260,1,NA,NA,NA
11,1,260,2,NA,NA,NA
11,1,260,1,1,1,1
11,1,260,2,1,1,2
11,1,260,2,1,1,1
11,1,260,2,1,1,1
11,1,260,1,2,2,NA
11,1,260,2,NA,NA,NA
11,1,260,1,1,1,NA
11,1,260,2,1,1,NA
11,1,260,1,2,2,NA
11,1,260,2,2,2,NA
11,1,260,1,2,2,NA
11,1,260,2,NA,NA,NA
11,2,332,1,1,1,NA
11,2,332,2,2,2,NA
11,2,332,1,1,1,1
11,2,332,2,2,2,NA
11,2,332,1,1,1,1
11,2,332,2,1,1,1
11,2,332,1,1,1,1
11,2,332,2,2,2,NA
11,2,332,1,1,1,1
11,2,332,1,2,2,NA
11,2,332,1,2,2,NA
11,2,332,2,NA,NA,NA
11,2,332,1,2,2,2
11,2,332,2,1,1,NA
11,2,332,2,1,1,NA
11,2,332,1,NA,NA,NA
11,2,332,1,1,1,1
11,2,332,2,1,1,2
11,2,332,1,2,2,NA
11,2,332,1,NA,NA,NA
11,2,332,1,1,1,1
11,2,332,2,1,1,NA
11,2,332,2,2,2,NA
11,2,332,1,2,2,NA
11,2,332,1,1,1,1
11,2,332,2,2,2,NA
11,2,332,1,1,1,1
11,2,332,1,1,1,1
11,2,332,1,1,2,1
11,2,332,2,1,1,1
11,2,332,2,NA,NA,NA
11,2,332,1,1,1,1
11,2,332,2,2,2,NA
11,2,332,1,1,1,1
11,2,332,1,1,1,1
11,2,332,2,2,2,NA
11,2,332,1,1,1,2
11,2,332,2,1,1,1
11,2,332,2,2,2,NA
11,2,413,1,1,1,1
11,2,413,2,2,2,NA
11,2,413,2,1,1,1
11,2,413,2,1,2,1
11,2,413,1,2,2,NA
11,2,413,2,1,1,NA
11,2,413,1,1,1,NA
11,2,413,2,1,1,1
11,2,413,2,2,2,NA
11,2,413,1,1,1,2
11,2,413,2,2,2,NA
11,2,413,2,2,2,NA
11,2,413,1,NA,NA,NA
11,1,179,1,1,1,1
11,1,179,2,1,1,1
11,1,179,1,1,2,1
11,1,179,2,2,2,NA
11,1,179,1,2,2,NA
11,1,179,2,1,1,1
11,1,179,1,1,1,1
11,1,179,1,2,2,NA
11,1,179,1,NA,NA,NA
11,1,179,2,NA,NA,NA
11,1,179,2,1,1,NA
11,1,179,2,2,2,NA
11,1,179,1,1,1,1
11,1,179,2,1,1,1
11,1,179,1,1,1,NA
11,1,179,1,2,2,NA
11,1,179,2,1,1,1
11,1,179,2,2,2,NA
11,1,179,2,2,2,NA
11,1,179,1,1,1,NA
11,1,179,2,1,1,1
11,1,179,2,1,2,NA
11,1,179,1,NA,NA,NA
11,1,179,1,1,1,NA
11,1,179,1,1,1,1
11,1,179,1,NA,NA,NA
11,1,179,1,2,2,NA
11,1,179,2,1,1,NA
11,1,179,1,1,1,NA
11,1,179,2,1,1,1
11,1,179,2,1,1,1
11,1,179,1,1,1,1
11,1,179,1,1,1,1
11,1,179,1,1,1,1
11,1,179,1,1,1,1
11,1,179,2,1,1,1
11,1,179,1,NA,NA,NA
11,2,309,1,1,1,NA
11,2,309,2,1,1,NA
11,2,309,2,1,1,1
11,2,309,1,2,2,NA
11,2,309,2,2,2,NA
11,2,309,2,NA,NA,NA
11,2,309,1,1,2,NA
11,2,309,2,1,1,NA
11,2,309,1,NA,NA,NA
11,2,309,2,NA,NA,NA
11,2,309,1,1,1,1
11,2,309,2,1,1,1
11,2,309,2,NA,NA,NA
11,2,309,1,1,1,NA
11,2,309,2,1,1,NA
11,2,309,1,1,1,NA
11,2,309,2,2,2,NA
11,2,309,2,2,2,NA
11,2,309,1,NA,NA,NA
11,2,309,1,1,1,NA
11,2,309,2,1,1,NA
11,2,309,1,2,2,NA
11,2,309,1,NA,NA,NA
11,2,309,1,1,1,1
11,2,309,2,1,1,NA
11,2,309,2,2,2,NA
11,2,309,2,NA,NA,NA
12,1,1042,2,2,2,NA
12,1,1042,2,1,1,1
12,1,1042,1,1,1,1
12,1,1042,1,1,1,1
12,1,1042,1,2,2,NA
12,1,1042,2,1,1,1
12,1,1042,1,1,1,1
12,1,1042,2,1,1,1
12,1,1042,2,2,2,NA
12,1,1042,2,NA,NA,NA
12,1,1042,2,NA,NA,NA
12,1,1042,1,1,1,1
12,1,1042,2,1,2,NA
12,1,1042,1,1,1,1
12,1,1042,1,1,1,1
12,1,1042,2,1,1,1
12,1,1042,1,1,1,1
12,1,1042,2,1,1,1
12,1,1042,2,1,1,1
12,1,1042,2,1,1,1
12,1,1042,2,1,1,1
12,1,1042,2,1,1,1
12,1,1042,1,1,1,1
12,1,1042,1,1,1,1
12,1,1042,2,2,2,NA
12,1,1042,2,1,1,NA
12,1,1042,1,1,1,1
12,1,1042,2,1,1,1
12,1,1042,1,1,1,1
12,1,1042,1,1,1,1
12,1,349,2,1,1,2
12,1,349,1,1,1,1
12,1,349,1,1,1,1
12,1,349,2,1,1,1
12,1,349,2,1,1,1
12,1,349,2,1,1,1
12,1,349,1,2,2,NA
12,1,349,1,1,1,1
12,1,349,2,1,1,1
12,1,349,2,1,2,1
12,1,349,1,1,1,1
12,1,349,2,1,1,1
12,1,349,1,1,1,1
12,1,349,2,NA,NA,NA
12,1,349,2,1,1,1
12,1,349,1,1,1,1
12,1,349,2,1,1,1
12,1,349,2,1,1,1
12,1,349,1,1,1,1
12,1,349,1,1,1,1
12,1,349,2,1,1,1
12,1,349,2,1,1,1
12,1,349,2,NA,NA,NA
12,2,372,2,1,1,1
12,2,372,2,1,1,1
12,2,372,2,1,1,1
12,2,372,2,NA,NA,NA
12,2,372,1,1,1,NA
12,2,372,2,1,2,NA
12,2,372,1,1,1,1
12,2,372,2,1,1,1
12,2,372,1,NA,NA,NA
12,2,372,2,1,1,1
12,2,372,1,1,1,NA
12,2,372,2,1,2,NA
12,2,372,1,1,1,1
12,2,372,2,1,1,1
12,2,372,2,2,2,NA
12,2,372,1,NA,NA,NA
12,2,372,1,1,1,1
12,2,372,2,1,1,1
12,2,372,1,1,1,1
12,2,372,2,2,2,NA
12,2,372,2,NA,NA,NA
12,2,372,1,1,1,NA
12,2,372,2,1,1,1
12,2,372,1,1,1,1
12,2,372,2,1,1,1
12,2,372,2,1,1,1
12,2,372,1,2,2,NA
12,2,372,2,NA,NA,NA
12,2,372,1,NA,NA,NA
12,2,372,2,1,1,1
12,2,372,2,2,2,NA
12,2,372,2,2,2,NA
12,2,372,1,NA,NA,NA
12,2,372,1,1,1,1
12,2,372,2,2,2,NA
12,2,372,2,1,1,1
12,2,372,2,1,1,1
12,2,372,1,1,1,2
12,2,372,2,1,1,2
12,2,512,1,1,1,1
12,2,512,2,2,2,NA
12,2,512,2,1,1,1
12,2,512,1,1,1,1
12,2,512,2,2,2,NA
12,2,512,1,1,1,NA
12,2,512,2,1,1,NA
12,2,512,1,1,1,NA
12,2,512,2,1,1,1
12,2,512,2,1,1,NA
12,2,512,1,2,2,NA
12,2,512,1,2,2,NA
12,2,512,2,1,1,1
12,2,512,1,NA,NA,NA
12,2,512,2,NA,NA,NA
12,2,505,1,1,1,NA
12,2,505,2,1,1,NA
12,2,505,2,1,1,NA
12,2,505,1,1,1,NA
12,2,505,1,1,1,NA
12,2,505,1,2,2,NA
12,2,505,2,1,1,1
12,2,505,1,1,1,1
12,2,505,2,1,1,1
12,2,505,2,1,1,1
12,2,505,2,NA,NA,NA
12,2,505,1,2,2,NA
12,2,505,2,2,2,NA
12,2,505,2,2,2,NA
12,2,505,1,1,1,NA
12,2,505,2,2,2,NA
12,2,505,1,1,1,NA
12,2,505,2,1,1,NA
12,2,505,1,2,2,NA
12,2,505,1,NA,NA,NA
12,2,505,2,NA,NA,NA
12,2,505,1,2,2,NA
12,2,505,1,1,1,2
12,2,505,2,1,1,1
12,2,505,2,2,2,NA
12,2,505,1,NA,NA,NA
12,2,505,1,NA,NA,NA
12,2,505,2,NA,NA,NA
12,2,505,1,2,2,NA
12,2,505,2,2,2,NA
12,2,417,2,1,1,1
12,2,417,1,2,2,NA
12,2,417,1,1,1,NA
12,2,417,2,1,1,1
12,2,417,1,1,1,1
12,2,417,2,1,1,2
12,2,417,1,1,1,2
12,2,417,2,1,1,NA
12,2,417,2,1,1,1
12,2,417,1,NA,NA,NA
12,2,417,1,1,1,1
12,2,417,2,1,1,1
12,2,417,1,1,1,1
12,2,417,2,1,1,1
12,2,417,1,1,1,1
12,2,417,2,2,2,NA
12,2,417,2,2,2,NA
12,2,417,1,1,1,1
12,2,417,1,2,2,NA
12,2,417,2,2,2,NA
12,2,417,1,NA,NA,NA
12,2,417,2,1,1,2
12,2,417,2,1,1,1
12,2,417,1,1,1,1
12,2,417,2,1,2,1
12,2,417,2,NA,NA,NA
12,2,417,2,NA,NA,NA
12,2,417,1,1,1,1
12,2,417,2,NA,NA,NA
12,2,417,2,1,1,1
12,2,417,2,NA,NA,NA
12,2,417,2,NA,NA,NA
12,2,417,1,1,1,1
12,2,417,2,1,1,1
12,2,417,1,2,2,NA
12,2,417,2,2,2,NA
12,2,417,1,2,2,NA
12,2,417,2,1,1,1
12,2,417,2,NA,NA,NA
12,2,464,1,1,1,1
12,2,464,2,1,1,1
12,2,464,2,NA,NA,NA
12,2,464,1,NA,NA,NA
12,2,464,2,1,1,1
12,2,464,2,1,1,1
12,2,464,2,NA,NA,NA
12,2,464,1,1,1,1
12,2,464,2,1,1,1
12,2,464,1,2,2,NA
12,2,464,2,2,2,NA
12,2,464,2,1,1,1
12,2,464,1,1,1,NA
12,2,464,2,1,1,NA
12,2,464,2,1,1,2
12,2,464,2,1,1,1
12,2,464,1,1,1,NA
12,2,464,2,1,1,1
12,2,464,1,NA,NA,NA
12,2,464,1,2,2,NA
12,2,464,2,2,2,NA
12,2,464,1,1,2,NA
12,2,464,2,2,2,NA
12,2,464,2,1,1,NA
12,2,464,2,1,1,1
12,2,464,1,1,1,1
12,2,464,2,1,1,1
12,2,464,2,2,2,NA
12,2,464,1,NA,NA,NA
12,2,464,1,1,1,NA
12,2,464,2,1,1,NA
12,2,464,2,NA,NA,NA
12,2,464,1,1,1,NA
12,2,464,2,1,1,NA
12,2,464,2,1,1,NA
12,2,464,1,2,2,NA
12,2,464,1,1,1,1
12,2,464,2,1,1,2
12,2,464,2,1,1,1
12,2,464,1,2,2,NA
12,2,464,1,2,2,NA
12,2,668,1,1,1,1
12,2,668,2,1,1,1
12,2,668,1,1,1,1
12,2,668,2,2,2,NA
12,2,668,2,1,1,NA
12,2,668,2,2,2,NA
12,2,668,2,1,1,1
12,2,668,2,1,1,1
12,2,668,1,2,2,NA
12,2,668,1,1,1,1
12,2,668,2,1,1,1
12,2,668,2,2,2,NA
12,2,668,2,2,2,NA
12,2,668,1,1,1,NA
12,2,668,2,1,1,NA
12,2,668,1,1,2,2
12,2,668,2,2,2,NA
12,2,668,2,2,2,NA
12,2,668,2,2,2,NA
12,2,668,1,NA,NA,NA
12,2,668,1,1,1,1
12,2,668,1,1,1,2
12,2,668,2,1,1,1
12,2,668,2,2,2,NA
12,2,668,1,NA,NA,NA
12,2,668,2,NA,NA,NA
12,2,668,1,1,1,1
12,2,668,1,1,1,1
12,2,668,2,1,1,1
12,2,668,1,1,1,1
12,2,668,1,2,2,NA
12,2,668,1,NA,NA,NA
12,1,834,2,1,1,NA
12,1,834,1,1,1,1
12,1,834,1,1,1,NA
12,1,834,2,2,2,NA
12,1,834,2,1,1,1
12,1,834,1,2,2,NA
12,1,834,2,1,1,1
12,1,834,2,1,1,1
12,1,834,2,1,1,1
12,1,834,1,1,1,1
12,1,834,2,1,1,1
12,1,834,1,1,1,1
12,1,834,1,2,2,NA
12,1,834,1,1,1,NA
12,1,834,2,1,1,NA
12,1,834,1,NA,NA,NA
12,1,834,2,NA,NA,NA
12,1,834,2,NA,NA,NA
12,1,834,2,1,1,1
12,1,834,2,1,1,1
12,1,834,1,1,1,1
12,1,834,2,NA,NA,NA
12,2,804,1,1,1,NA
12,2,804,2,1,1,NA
12,2,804,2,2,2,NA
12,2,804,2,1,1,1
12,2,804,1,1,1,2
12,2,804,1,2,2,NA
12,2,804,1,NA,NA,NA
12,2,804,2,NA,NA,NA
12,2,804,1,1,1,NA
12,2,804,2,1,1,NA
12,2,804,2,1,1,1
12,2,804,2,1,1,2
12,2,804,1,2,2,NA
12,2,729,2,1,1,NA
12,2,729,1,1,2,NA
12,2,729,1,1,1,2
12,2,729,2,2,2,NA
12,2,729,1,1,1,1
12,2,729,2,1,1,1
12,2,729,1,1,1,1
12,2,729,2,1,1,1
12,2,729,2,1,1,1
12,2,729,2,2,2,NA
12,2,729,1,NA,NA,NA
12,2,729,2,NA,NA,NA
12,2,729,1,1,1,NA
12,2,729,2,1,1,1
12,2,729,1,1,2,1
12,2,729,2,1,1,1
12,2,729,1,2,2,NA
12,2,729,1,1,1,NA
12,2,729,2,1,1,1
12,2,729,1,NA,NA,NA
12,2,729,2,1,1,NA
12,2,729,1,1,1,1
12,2,1437,1,2,2,NA
12,2,1437,2,2,2,NA
12,2,1437,2,2,2,NA
12,2,1437,1,1,1,1
12,2,1437,1,1,1,1
12,2,1437,2,NA,NA,NA
12,2,1437,2,2,2,NA
12,2,1437,2,2,2,NA
12,2,1437,2,NA,NA,NA
12,2,1437,1,2,2,NA
12,2,1437,2,1,1,1
12,2,1437,1,2,2,NA
12,2,1437,1,2,2,NA
12,2,1437,1,NA,NA,NA
12,2,1437,1,NA,NA,NA
12,2,1437,2,NA,NA,NA
12,2,1437,1,1,1,1
12,2,1238,1,2,2,NA
12,2,1238,2,2,1,NA
12,2,1238,2,1,1,1
12,2,1238,1,1,1,NA
12,2,1238,2,NA,NA,NA
12,2,1238,2,2,2,NA
12,2,1238,1,1,1,1
12,2,1238,2,1,1,1
12,2,1238,2,2,2,NA
12,2,1238,1,1,2,1
12,2,1238,2,1,2,1
12,2,1238,1,1,1,1
12,2,1238,2,1,1,2
12,2,1238,2,1,1,1
12,2,1238,2,2,2,NA
12,2,1238,2,1,1,1
12,2,1238,1,2,2,NA
12,2,1238,1,1,1,NA
12,2,1238,1,2,2,NA
12,2,1238,1,2,2,NA
12,2,1238,2,1,1,2
12,2,1238,1,1,2,1
12,2,1238,2,2,2,NA
12,2,1238,1,NA,NA,NA
12,2,1238,1,NA,NA,NA
12,2,884,2,1,1,1
12,2,884,1,1,1,1
12,2,884,1,1,1,NA
12,2,884,2,2,2,NA
12,2,884,1,1,1,1
12,2,884,2,1,1,2
12,2,884,1,1,1,1
12,2,884,1,2,2,NA
12,2,884,1,2,2,NA
12,2,884,2,NA,NA,NA
12,2,884,2,1,1,1
12,2,884,1,NA,NA,NA
12,2,884,2,1,1,NA
12,2,884,2,1,1,1
12,2,884,1,1,1,NA
12,2,884,2,1,1,1
12,2,884,2,1,1,1
12,2,884,1,2,2,NA
12,2,884,1,1,1,NA
12,2,884,2,1,1,2
12,2,884,2,1,1,1
12,2,884,1,NA,NA,NA
12,2,884,2,NA,NA,NA
12,2,884,1,NA,NA,NA
12,2,884,1,NA,NA,NA
12,2,884,1,1,1,1
13,2,831,1,1,1,NA
13,2,831,2,1,1,2
13,2,831,1,1,1,NA
13,2,831,2,1,1,2
13,2,831,1,NA,NA,NA
13,2,831,1,1,1,NA
13,2,831,2,1,1,NA
13,2,831,2,1,1,1
13,2,831,2,2,2,NA
13,2,831,2,2,2,NA
13,2,831,1,1,1,NA
13,2,831,1,1,1,NA
13,2,831,2,1,1,NA
13,2,831,2,2,2,NA
13,2,831,1,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,1,2,NA
13,2,831,2,1,1,NA
13,2,831,1,2,2,NA
13,2,831,1,1,1,NA
13,2,831,2,2,2,NA
13,2,831,1,NA,NA,NA
13,2,831,2,NA,NA,NA
13,2,831,1,1,1,1
13,2,831,2,1,1,2
13,2,831,1,NA,NA,NA
13,2,831,2,NA,NA,NA
13,2,831,2,NA,NA,NA
13,2,831,1,1,1,NA
13,2,831,2,1,1,NA
13,2,831,2,1,1,NA
13,2,831,2,2,2,NA
13,2,831,2,2,2,NA
13,2,831,2,NA,NA,NA
13,2,831,1,1,1,NA
13,2,831,2,2,2,NA
13,2,831,2,2,2,NA
13,2,831,2,2,2,NA
13,2,831,2,2,2,NA
13,2,831,2,1,1,NA
13,2,831,1,2,2,NA
13,2,831,2,2,2,NA
13,2,831,1,2,2,NA
13,2,831,1,1,1,NA
13,2,831,2,2,2,NA
13,2,831,2,NA,NA,NA
13,2,831,2,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,1,1,1
13,2,831,2,1,1,2
13,2,831,1,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,1,1,NA
13,2,831,2,2,2,NA
13,2,831,2,1,1,NA
13,2,831,1,1,1,NA
13,2,831,1,NA,NA,NA
13,2,831,1,NA,NA,NA
13,2,831,1,2,2,NA
13,2,573,1,1,1,NA
13,2,573,2,1,1,NA
13,2,573,2,NA,NA,NA
13,2,573,1,NA,NA,NA
13,2,573,2,1,1,1
13,2,573,1,2,2,NA
13,2,573,1,NA,NA,NA
13,2,573,1,NA,NA,NA
13,2,573,1,NA,NA,NA
13,2,573,2,1,1,1
